model,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,mcc,kappa
TF_TRANSFORMER_FP32,0.9677118327734229,0.9525854843719014,0.9573641527410173,0.9525854843719014,0.954581609037699,0.9680274997852448,0.9677118327734229,0.9676263418391019,0.9557997521364322,0.9557213054345912
